證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
6756,威鋒電子,"297,323",288,"75,211,987",252.5,256.5,251,252,+,0.5,251.5,11,252,4,39.68
6776,展碁國際,"153,318",143,"6,016,137",39,39.45,38.95,39.45,+,0.4,39.3,29,39.45,2,16.58
6781,AES-KY,"435,506",681,"358,416,101",810,847,791,841,+,39,841,2,842,3,79.49
8011,台通,"3,360,681","1,629","61,791,511",18.75,18.75,18.1,18.6,-,0.15,18.6,1,18.65,23,
8016,矽創,"12,409,917","10,243","3,627,144,221",290.5,302,282,287,-,1.5,286.5,5,287,2,18.32
8021,尖點,"4,375,712","2,585","178,429,028",39.65,41.5,39.65,41.5,+,2.05,41.45,3,41.5,69,16.73
8028,昇陽半導體,"366,344",287,"17,361,999",46.95,47.75,46.85,47.5,+,1,47.45,6,47.5,4,52.2
8039,台虹,"959,011",559,"47,190,717",48.7,49.6,48.6,49.25,+,0.55,49.25,7,49.3,6,11.95
8046,南電,"9,086,015","7,075","2,993,489,750",334,336.5,325,326,-,4.5,326,116,326.5,4,44.05
8070,長華*,"1,890,963","1,072","64,358,264",34.2,34.3,33.9,33.95,-,0.15,33.95,24,34,32,21.22
8072,陞泰,"36,724",49,"920,054",25.4,25.4,24.9,25.15,-,0.2,25,4,25.15,1,"2,515.00"
8081,致新,"3,214,886","2,830","726,236,374",225.5,232,220,221, ,0,221,43,221.5,13,15.6
8101,華冠,"87,425",33,"244,376",2.71,2.85,2.71,2.85,+,0.05,2.8,43,2.85,4,
8103,瀚荃,"1,661,423","1,015","69,734,272",41,42.4,41,42.05,+,0.45,42.05,2,42.1,9,12.44
8104,錸寶,"155,406",129,"7,853,820",50.2,50.9,49.85,50.8,+,0.95,50.6,1,50.8,8,12.57
8105,凌巨,"3,385,889","1,216","49,023,797",14.35,14.75,14.2,14.55,+,0.3,14.5,54,14.55,46,
8110,華東,"7,272,080","2,803","115,666,983",15.5,16.15,15.5,16,+,0.7,15.95,145,16,41,19.51
8112,至上,"3,071,606","1,874","122,951,892",39.75,40.3,39.75,40.25,+,0.55,40.25,40,40.3,17,7.94
8114,振樺電,"47,999",56,"3,402,029",71,71.1,70.6,70.9,-,0.1,70.9,1,71,7,36.17
8131,福懋科,"200,477",164,"8,005,228",39.95,40.25,39.75,39.95,+,0.2,39.9,5,39.95,8,12.85
8150,南茂,"4,215,883","2,614","193,424,130",45.9,46.35,45.5,45.7,+,0.15,45.7,12,45.75,4,12.73
8163,達方,"1,547,100",903,"66,689,239",43,43.35,42.75,43.25,+,0.6,43.25,3,43.3,37,12.05
8201,無敵,"131,254",88,"1,381,223",9.99,10.8,9.99,10.45,+,0.46,10.4,2,10.45,7,
8210,勤誠,"316,839",292,"23,257,089",74.3,74.5,73.1,73.6,-,0.1,73.6,3,73.7,10,9.2
8213,志超,"1,174,969",633,"56,956,399",48.2,48.75,48.2,48.55,+,0.4,48.5,29,48.55,51,9.07
8215,明基材,"9,643,228","4,105","264,616,262",26.9,27.8,26.9,27.5,+,0.9,27.45,101,27.5,52,16.67
8249,菱光,"283,533",167,"6,329,225",22.2,22.5,22.05,22.4,+,0.4,22.4,7,22.45,2,11.79
8261,富鼎,"15,061,101","9,355","1,040,347,912",70.7,71.6,67.6,67.9,-,0.4,67.9,141,68,58,19.13
8271,宇瞻,"2,533,612","1,681","118,901,035",46.5,47.6,46.3,46.55,+,0.9,46.55,24,46.6,1,18.25
8499,鼎炫-KY,"122,340",116,"16,687,890",134.5,137.5,134.5,137,+,2.5,136,10,137.5,7,10.01
9912,偉聯,"283,319",120,"2,730,828",9.38,10.05,9.05,9.81,+,0.49,9.79,1,9.81,8,
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1316,上曜,"653,321",219,"7,415,364",11.45,11.45,11.2,11.4, ,0,11.4,3,11.45,42,36.77
1436,華友聯,"33,279",34,"1,315,822",39.7,39.8,39.25,39.75,+,0.05,39.7,1,39.75,3,16.84
1438,三地開發,"47,435",38,"1,461,620",30.5,31.3,30.5,31.3,+,0.8,30.95,2,31.5,5,
1442,名軒,"125,589",42,"2,170,759",17.25,17.35,17.25,17.35,+,0.1,17.25,3,17.35,7,46.89
1453,大將,"175,772",84,"1,617,833",9.22,9.35,9.01,9.19,-,0.01,9.19,3,9.22,1,12.59
1456,怡華,"112,000",54,"1,940,350",17.7,17.7,17.2,17.2,-,0.05,17.2,1,17.35,1,8.27
1805,寶徠,"86,041",48,"1,193,418",13.85,13.95,13.7,13.9,+,0.05,13.9,8,13.95,15,
1808,潤隆,"357,850",207,"20,672,473",56.1,58.2,56.1,58,+,0.4,58,128,58.1,18,30.69
2501,國建,"608,502",244,"12,018,154",19.8,19.85,19.65,19.75,-,0.05,19.7,52,19.75,23,13.91
2504,國產,"2,941,471","1,241","74,389,606",25.6,25.6,25.15,25.3,-,0.25,25.3,60,25.35,10,10.91
2505,國揚,"1,651,402",767,"51,234,476",30.6,31.2,30.6,31.05,+,0.45,31,35,31.05,24,2.22
2506,太設,"134,159",83,"1,374,407",10.2,10.3,10.15,10.25,+,0.05,10.25,31,10.3,23,23.84
2509,全坤建,"517,349",327,"10,090,637",19.5,19.6,19.4,19.55,+,0.05,19.55,5,19.6,26,17.46
2511,太子,"816,757",251,"9,638,975",11.9,11.9,11.75,11.8,-,0.1,11.8,72,11.85,28,11.68
2515,中工,"5,411,045","1,340","48,813,649",9.02,9.08,8.98,9.04,+,0.04,9.04,5,9.05,63,19.65
2516,新建,"3,774,155","1,082","24,773,257",6.34,6.81,6.3,6.52,+,0.32,6.52,21,6.53,5,
2520,冠德,"2,455,262","1,203","93,133,315",37.75,38.15,37.65,38.15,+,0.65,38.1,23,38.15,125,5.25
2524,京城,"21,144",32,"732,821",34.7,34.8,34.55,34.8,-,0.25,34.7,1,34.8,3,7.84
2527,宏璟,"228,176",107,"5,219,016",22.95,22.95,22.7,22.95,+,0.05,22.9,8,22.95,6,10.77
2528,皇普,"46,423",26,"1,029,132",22,22.55,22,22.35,+,0.05,22.1,3,22.35,1,
2530,華建,"548,394",104,"7,617,422",13.9,13.95,13.85,13.9, ,0,13.85,24,13.9,4,
2534,宏盛,"394,302",226,"7,811,375",19.85,19.9,19.65,19.9,+,0.15,19.85,26,19.9,45,17.16
2535,達欣工,"655,882",443,"21,960,448",33.5,33.7,33.35,33.55,+,0.25,33.55,6,33.6,35,8.74
2536,宏普,"106,374",50,"2,308,873",21.65,21.8,21.65,21.8,+,0.1,21.75,2,21.8,16,14.44
2537,聯上發,"601,094",193,"5,483,163",9.13,9.2,9.05,9.19,+,0.06,9.18,4,9.19,4,27.03
2538,基泰,"253,732",113,"2,532,850",10,10,9.95,9.99,-,0.01,9.98,11,9.99,18,
2539,櫻花建,"91,290",56,"2,877,795",31.5,31.6,31.45,31.45,-,0.05,31.45,4,31.6,1,25.78
2540,愛山林,"14,002",11,"1,033,348",74,74,73.5,74,-,0.5,73.6,2,74,7,10.41
2542,興富發,"4,501,636","2,687","190,195,413",42.1,42.55,42.05,42.2,+,0.1,42.2,66,42.35,21,9.72
2543,皇昌,"183,195",67,"1,405,458",7.7,7.8,7.6,7.79,+,0.09,7.71,2,7.8,3,55.64
2545,皇翔,"722,683",422,"29,959,171",40.95,41.65,40.9,41.6,+,0.6,41.55,24,41.6,19,7.42
2546,根基,"148,065",97,"7,073,957",47.5,48.35,47.45,48.05,+,0.65,48.05,4,48.2,1,7.75
2547,日勝生,"2,433,112",415,"26,893,959",11.15,11.15,11,11.15,+,0.05,11.1,60,11.15,147,15.7
2548,華固,"695,117",362,"65,000,079",93.7,93.9,93.2,93.6,-,0.1,93.6,5,93.7,14,9.19
2597,潤弘,"129,436",125,"18,398,083",142,143,141,141.5,-,0.5,141,19,142,19,14.76
2841,台開,"848,110",248,"5,912,271",7.01,7.02,6.91,6.97,-,0.04,6.96,2,7,38,
2923,鼎固-KY,"20,416",27,"571,125",28.9,28.9,27.75,27.9,-,0.55,28,1,28.25,1,20.51
3052,夆典,"1,725,303",564,"21,448,717",11.9,12.8,11.85,12.7,+,0.8,12.7,28,12.75,25,6.79
3056,總太,"508,067",302,"19,737,270",38.9,39.05,38.65,38.95,+,0.05,38.95,6,39,8,5.34
3266,昇陽,"88,000",11,"1,108,050",12.6,12.6,12.5,12.55,-,0.05,12.5,14,12.65,4,26.7
3703,欣陸,"2,046,152",908,"51,557,727",24.95,25.5,24.95,25.15,+,0.25,25.1,51,25.15,9,12.45
5515,建國,"283,246",119,"3,740,748",13.25,13.3,13.15,13.25,+,0.05,13.25,4,13.3,34,8.72
5519,隆大,"2,582,526","1,040","57,809,878",22.05,22.9,22,22.75,+,0.7,22.75,8,22.8,35,11.38
5521,工信,"1,887,205",624,"18,800,768",9.96,10.05,9.9,10.05,+,0.07,10,27,10.05,39,4.35
5522,遠雄,"422,027",312,"23,268,711",55.2,55.6,54.9,55.5,+,0.6,55.3,1,55.5,29,9.91
5525,順天,"71,052",47,"1,744,653",24.75,24.75,24.45,24.55,-,0.1,24.55,7,24.6,30,
5531,鄉林,"1,228,086",476,"14,723,258",12.05,12.15,11.85,12.1,+,0.05,12.05,9,12.1,26,80.67
5533,皇鼎,"123,613",46,"1,990,629",16.1,16.2,16.05,16.05,-,0.05,16.05,7,16.1,1,11.89
5534,長虹,"234,068",246,"18,455,577",79,79.2,78.5,79.1,+,0.3,79,16,79.1,17,12.08
5546,永固-KY,"68,110",48,"5,423,590",80.3,80.3,79.1,79.6,-,0.6,79.2,2,79.6,2,9.01
6177,達麗,"436,276",152,"12,877,184",29.5,29.6,29.35,29.5,+,0.05,29.5,2,29.55,3,
9906,欣巴巴,"15,570",22,"671,053",43.8,43.9,42.65,43.45,+,0.05,42.8,2,43.45,1,
9946,三發地產,"123,223",70,"1,838,351",14.9,15,14.85,14.9,+,0.05,14.9,7,15,26,93.12
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
2701,萬企,"104,043",45,"1,235,281",11.9,11.95,11.8,11.95,+,0.05,11.85,25,11.95,5,41.21
2702,華園,"351,231",193,"6,633,481",18.5,19.5,18.4,18.85,+,0.25,18.85,3,18.9,22,
2704,國賓,"57,573",59,"1,603,536",28.05,28.05,27.6,28, ,0,27.9,1,28,10,466.67
2705,六福,"141,531",121,"2,413,453",17.15,17.15,16.95,17.05,+,0.1,17.05,13,17.15,27,
2706,第一店,"139,557",79,"1,947,915",13.9,14.05,13.75,14,+,0.2,13.9,18,14,3,66.67
2707,晶華,"437,893",423,"61,624,501",140.5,142.5,139.5,142,+,2,141.5,2,142,16,23.16
2712,遠雄來,"5,000",5,"168,100",33.15,34,33.15,33.85,-,0.05,33.7,1,33.95,5,31.64
2722,夏都,"62,252",46,"1,836,992",29.5,29.8,29,29.4,-,0.05,29.4,12,29.7,3,30
2723,美食-KY,"970,459",882,"168,316,073",167,180,167,174,+,7,174,26,174.5,12,26.09
2727,王品,"3,459,413","3,276","484,710,835",143,145,136.5,141.5,-,1,141,4,141.5,22,16.53
2731,雄獅,"881,688",764,"76,143,246",83.1,87.9,83.1,87.5,+,4.4,87.4,4,87.5,5,
2739,寒舍,"326,254",175,"7,750,449",23.2,24.6,22.9,23.85,+,0.95,23.85,1,23.9,3,
2748,雲品,"125,903",76,"5,104,275",40.5,40.75,40.3,40.6,+,0.9,40.5,1,40.65,1,23.74
5706,鳳凰,"1,306,758",815,"52,071,069",37.5,40.5,37.5,40.25,+,2.75,40.15,5,40.25,23,42.37
8462,柏文,"114,923",237,"17,103,325",150.5,151.5,146.5,148,-,0.5,148,1,148.5,1,28.79
8940,新天地,"40,625",70,"450,929",11.1,11.15,11.05,11.1, ,0,11.05,55,11.1,22,
9943,好樂迪,"265,447",267,"16,726,747",62.1,63.5,62.1,63.5,+,1.5,63.4,4,63.5,11,15.16
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
2801,彰銀,"5,731,707","1,537","96,452,243",16.9,16.9,16.75,16.85, ,0,16.85,229,16.9,927,26.75
2809,京城銀,"3,459,436","1,908","142,541,316",41.2,41.5,40.85,41.45,+,0.35,41.45,19,41.5,73,6.62
2812,台中銀,"4,947,701","1,561","56,532,847",11.35,11.5,11.35,11.45,+,0.1,11.45,54,11.5,675,11.12
2816,旺旺保,"160,353",95,"3,282,209",20.5,20.55,20.4,20.5,+,0.1,20.5,4,20.55,8,4.67
2820,華票,"1,523,857",360,"24,311,675",16,16,15.9,15.95,+,0.05,15.9,412,15.95,300,12.27
2823,中壽,"4,132,312","1,284","102,324,906",24.85,24.9,24.65,24.8,+,0.05,24.75,339,24.8,29,5.61
2832,台產,"628,210",380,"13,124,388",20.8,21,20.8,20.9,+,0.1,20.9,5,20.95,1,14.12
2834,臺企銀,"10,365,463","2,912","99,412,596",9.58,9.63,9.56,9.59,-,0.02,9.58,"1,153",9.59,65,15.72
2836,高雄銀,"203,796",126,"2,233,457",10.95,11,10.9,11,+,0.1,10.95,118,11,15,16.67
2836A,高雄銀甲特,"14,006",9,"321,436",22.95,22.95,22.95,22.95, ,0,22.9,4,23,3,
2838,聯邦銀,"472,763",201,"5,535,686",11.7,11.75,11.65,11.7, ,0,11.7,144,11.75,296,9.59
2838A,聯邦銀甲特,"77,130",37,"4,074,651",52.8,53,52.8,53,+,0.1,52.8,5,53,75,
2845,遠東銀,"2,486,961",651,"26,185,150",10.55,10.6,10.5,10.6,+,0.1,10.55,213,10.6,872,12.47
2849,安泰銀,"46,100",22,"673,204",14.6,14.65,14.55,14.55,+,0.1,14.55,8,14.65,32,13.99
2850,新產,"45,062",33,"1,796,071",39.85,40,39.7,40,+,0.1,39.9,5,40,3,6.68
2851,中再保,"798,447",479,"20,821,063",25.9,26.3,25.9,26.2,+,0.3,26.2,79,26.25,13,8.34
2852,第一保,"186,200",75,"2,416,570",13.1,13.1,12.95,13, ,0,12.95,121,13,4,9.92
2855,統一證,"3,152,791","1,183","90,140,141",28.7,28.8,28.25,28.75,+,0.15,28.75,55,28.8,250,7.35
2867,三商壽,"3,255,287",671,"30,648,014",9.45,9.48,9.35,9.45,+,0.05,9.44,18,9.45,28,9.74
2880,華南金,"5,994,808","2,106","109,512,377",18.35,18.35,18.2,18.3,+,0.05,18.3,259,18.35,673,16.64
2881,富邦金,"14,646,097","6,571","1,063,035,071",72.6,73,72.1,73,+,0.7,72.9,116,73,"1,072",7.11
2881A,富邦特,"158,857",44,"9,918,241",62.5,62.5,62.4,62.5,-,0.1,62.4,13,62.5,15,
2881B,富邦金乙特,"6,805",16,"421,736",62,62.1,62,62.1, ,0,61.9,50,62.1,22,
2882,國泰金,"16,266,892","7,595","908,332,412",56,56.4,55.5,55.8,-,0.1,55.8,476,55.9,174,7.55
2882A,國泰特,"78,705",37,"4,903,678",62.3,62.4,62.3,62.4, ,0,62.3,69,62.4,96,
2882B,國泰金乙特,"99,608",21,"6,167,234",61.9,62.1,61.9,62.1, ,0,61.9,47,62.1,5,
2883,開發金,"55,045,967","9,720","690,050,476",12.5,12.65,12.4,12.6,+,0.15,12.6,"1,979",12.65,"3,485",8.18
2884,玉山金,"13,190,506","5,062","338,972,261",25.6,25.9,25.55,25.9,+,0.35,25.85,217,25.9,825,17.38
2885,元大金,"15,079,478","3,822","386,008,723",25.6,25.75,25.45,25.7,+,0.1,25.65,47,25.7,431,10.62
2886,兆豐金,"12,339,050","4,287","407,165,647",33,33.15,32.95,33,-,0.1,32.95,"1,523",33,516,15.28
2887,台新金,"12,415,008","3,756","183,905,206",14.85,14.85,14.75,14.85,+,0.05,14.8,"1,118",14.85,"2,145",10.61
2887E,台新戊特,"75,448",27,"3,995,531",53,53,52.9,52.9,-,0.1,52.9,14,53,13,
2887F,台新戊特二,"27,855",32,"1,434,509",51.6,51.6,51.5,51.6,+,0.1,51.5,4,51.6,12,
2888,新光金,"51,037,325","8,126","510,344,248",10.1,10.1,9.94,10,-,0.05,10,"2,261",10.05,"4,268",7.75
2888A,新光金甲特,"11,869",14,"505,405",42.75,42.75,42.55,42.65,-,0.15,42.6,1,42.65,1,
2888B,新光金乙特,"160,557",74,"6,588,668",41.2,41.2,40.95,41,-,0.15,41,7,41.05,11,
2889,國票金,"2,474,069","1,167","42,287,424",17.1,17.15,17.05,17.15,+,0.05,17.1,202,17.15,388,11.91
2890,永豐金,"10,162,239","2,607","138,671,969",13.55,13.6,13.5,13.55, ,0,13.55,292,13.6,"3,090",10.67
2891,中信金,"17,403,304","4,930","399,414,953",23,23.05,22.85,23,-,0.05,22.95,404,23,"5,758",9.13
2891B,中信金乙特,"4,562",15,"288,027",63.2,63.3,63.2,63.3, ,0,62.9,1,63.3,18,
2891C,中信金丙特,"1,047",11,"63,807",--,--,--,--, ,0,61,4,61.1,15,
2892,第一金,"6,295,948","2,795","139,315,524",22,22.2,22,22.2,+,0.2,22.15,244,22.2,880,15.1
2897,王道銀行,"4,112,829",382,"28,575,450",7.05,7.09,7.01,7.05,+,0.01,7.04,16,7.05,62,14.39
2897A,王道銀甲特,"51,010",13,"517,801",10.15,10.2,10.15,10.15, ,0,10.1,103,10.15,5,
5876,上海商銀,"1,335,163",746,"60,427,856",45.1,45.4,45,45.35,-,0.05,45.25,6,45.35,110,14.92
5880,合庫金,"4,771,604","1,915","100,071,495",20.95,21.05,20.9,21,+,0.05,20.95,938,21,791,16.28
6005,群益證,"7,606,652","2,109","133,697,103",17.5,17.75,17.4,17.7,+,0.2,17.65,161,17.7,23,6.73
6024,群益期,"385,132",333,"16,855,709",43.7,43.85,43.6,43.8,+,0.1,43.75,39,43.8,13,14.95
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1432,大魯閣,"72,975",262,"1,020,687",14,14.1,13.9,14.1, ,0,14.05,2,14.1,22,74.21
2601,益航,"31,163,936","8,043","410,186,549",12.7,13.8,12.45,13.8,+,1.25,13.8,"2,370",--,0,
2901,欣欣,"14,433",19,"407,244",28.3,28.3,28,28.25,-,0.05,28.15,1,28.2,1,148.68
2903,遠百,"309,889",226,"6,954,354",22.4,22.55,22.35,22.45,+,0.05,22.45,1,22.5,4,12.34
2905,三商,"757,688",394,"16,942,433",22.2,22.45,22.2,22.4,+,0.3,22.4,8,22.45,30,10.09
2906,高林,"205,011",131,"3,197,060",15.65,15.8,15.5,15.5,-,0.15,15.5,79,15.55,1,55.36
2908,特力,"387,881",228,"10,693,405",27.5,27.75,27.4,27.6,+,0.15,27.6,11,27.65,1,14.45
2910,統領,"18,000",16,"574,000",31.85,32.25,31.5,32.25, ,0,31.8,1,32.45,1,35.44
2911,麗嬰房,"709,083",246,"5,977,549",8.43,8.43,8.43,8.43,+,0.76,8.43,"7,636",--,0,
2912,統一超,"982,678","1,156","261,264,617",264,267,263,266.5,+,2,266,6,266.5,2,26.65
2913,農林,"5,084,267","1,912","99,194,329",19.6,19.9,19.25,19.8,+,0.05,19.8,124,19.85,50,990
2915,潤泰全,"1,317,026",746,"109,355,204",83.1,83.4,82.5,83.3,+,0.4,83.3,9,83.4,38,3.81
2929,淘帝-KY,"4,181,556",459,"67,213,979",15.85,16.1,15.65,16.1,+,1.45,16.1,"6,519",--,0,
2936,客思達-KY,"24,000",14,"549,400",22.6,23,22.6,22.95,+,0.1,22.8,1,23,6,5.28
2939,凱羿-KY,"94,000",28,"3,195,750",34,34.1,33.65,34.1,+,0.7,33.9,1,34.1,9,
4807,日成-KY,"13,000",13,"313,050",24.05,24.45,23.95,24.4,+,0.1,24.05,3,24.4,5,18.77
5906,台南-KY,"1,050",2,"45,030",42.9,42.9,42.9,42.9,+,0.1,40.5,11,42.95,1,9.15
5907,大洋-KY,"179,232",94,"3,520,274",19.45,19.85,19.2,19.85,+,0.6,19.75,6,19.85,2,248.12
8429,金麗-KY,"2,902,697","1,210","36,413,387",12.3,12.95,12.2,12.7,+,0.35,12.65,26,12.7,39,
8443,阿瘦,"34,933",57,"402,464",11.65,11.65,11.45,11.55,+,0.1,11.4,7,11.6,5,
8454,富邦媒,"259,630",552,"324,999,685","1,240.00","1,280.00","1,230.00","1,280.00",+,40,"1,275.00",1,"1,280.00",3,78.58
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1342,八貫,"19,000",19,"1,038,900",55.2,55.2,54.5,54.7,+,0.3,54.5,4,54.8,2,19.75
1416,廣豐,"395,856",175,"4,415,894",11.2,11.25,11.1,11.2,+,0.1,11.15,2,11.2,6,
1435,中福,"65,402",53,"1,351,850",20.85,21,20.6,20.7,-,0.7,20.7,1,20.9,9,
1437,勤益控,"113,932",52,"2,845,391",25,25,24.85,25,-,0.05,24.95,3,25,6,11.06
1443,立益,"40,163",27,"489,562",12.45,12.45,12.1,12.15,-,0.25,12.15,3,12.3,5,
1516,川飛,"28,001",21,"591,822",21.15,21.25,21,21.25,+,0.1,21.15,13,21.25,1,29.93
2062,橋椿,"95,000",69,"2,708,700",28.45,28.65,28.35,28.55,+,0.1,28.55,7,28.7,7,50.09
2348,海悅,"545,529",459,"52,189,728",93.2,98,93.2,97,+,3.7,97,13,97.1,1,5.57
2358,廷鑫,"1,057,095",524,"15,700,324",14.65,15.1,14.6,14.85,+,0.05,14.85,11,14.9,38,371.25
2443,億麗,"67,534",26,"201,319",2.99,3,2.93,2.99, ,0,2.95,3,2.99,4,
2496,卓越,"10,000",7,"592,500",59.5,59.5,58.7,59, ,0,58.7,1,59,6,17.56
2514,龍邦,"1,384,178",742,"25,443,745",19.2,19.2,18,18.35,-,0.65,18.3,4,18.35,7,4.26
2614,東森,"4,660,105","2,031","80,218,051",17.45,17.45,17.15,17.2,-,0.15,17.15,190,17.2,208,18.3
2904,匯僑,"118,152",81,"3,470,901",29.25,29.5,29.25,29.35,+,0.25,29.35,4,29.4,1,11.79
3040,遠見,"163,220",147,"8,119,629",49.65,50,49.5,49.9,+,0.3,49.9,5,49.95,21,8.05
3557,嘉威,"122,087",107,"10,142,758",83.1,83.9,82.6,83.4,+,0.1,83.2,2,83.4,1,8.89
4536,拓凱,"190,112",170,"32,140,122",165,172.5,165,170,+,4.5,169.5,2,170,9,18.36
5284,jpp-KY,"44,107",37,"1,856,575",42.75,42.8,41.2,42.8,+,0.05,42.5,44,42.8,1,16.4
5871,中租-KY,"1,408,440","1,159","294,110,736",208.5,209.5,207.5,209.5,+,1,209.5,16,210,185,17.92
5871A,中租-KY甲特,"7,484",23,"742,538",99.3,99.3,99.2,99.2,+,0.1,99.1,20,99.2,8,
6165,浪凡,"351,010",217,"11,039,114",31.4,32.05,31.15,31.55,+,0.1,31.5,2,31.55,2,21.03
6184,大豐電,"71,554",52,"3,216,655",44.95,45,44.9,44.95, ,0,44.9,29,44.95,1,13.3
6464,台數科,"395,021",8,"39,629,777",108.5,108.5,108.5,108.5,-,0.5,108.5,10,109,3,12.62
6504,南六,"270,468",278,"44,558,218",165,165.5,163.5,165,+,0.5,165,2,165.5,4,8.41
6581,鋼聯,"30,050",29,"2,176,125",72.5,72.9,72,72.5,+,0.6,72.3,3,72.8,2,16.9
6592,和潤企業,"768,105",461,"64,612,990",83.5,84.5,83.5,84.2,+,1,84.2,12,84.3,18,15.74
6625,必應,"14,388",14,"403,505",27.95,28.2,27.9,28,+,0.15,28,1,28.15,1,
6641,基士德-KY,"19,010",19,"1,293,981",68.1,68.4,67.8,68.1, ,0,68.1,1,68.2,2,9.78
6655,科定,"23,000",18,"1,657,200",71.6,72.2,71.6,71.7, ,0,71.7,3,72.2,1,13.06
6670,復盛應用,"271,156",194,"60,150,899",221,224,220.5,222.5,+,3,222,2,223,7,19.9
6671,三能-KY,"5,000",2,"238,800",47.65,48.2,47.65,48.2,+,0.2,47.75,1,48.25,4,11.7
6754,匯僑設計,"95,000",76,"4,323,350",45.3,45.8,45.15,45.65,+,0.65,45.65,5,45.7,6,13.01
6768,志強-KY,"167,152",115,"12,501,346",75.1,75.7,74.3,74.9,-,0.2,74.5,3,74.9,7,31.87
8033,雷虎,"952,591",476,"15,640,901",16.8,16.8,16.3,16.4,-,0.3,16.4,26,16.45,25,
8341,日友,"95,973",436,"20,421,481",213.5,214,212,213.5, ,0,213,1,213.5,1,24.23
8404,百和興業-KY,"1,664,984",990,"77,927,374",46.05,47.8,45.2,47.8,+,1.5,47.8,5,47.85,11,21.53
8411,福貞-KY,"35,949",49,"501,934",14.05,14.05,13.9,13.9,-,0.15,13.9,11,14.1,3,21.72
8422,可寧衛,"160,034",234,"27,788,053",172,175,172,175,+,3,174.5,2,175,28,14.97
8427,基勝-KY,"15,000",11,"758,200",50.5,51.1,50.5,51.1, ,0,50.5,2,51.1,2,
8442,威宏-KY,"16,000",16,"622,250",39,39.5,38.55,39,-,0.15,38.6,1,39,4,
8463,潤泰材,"41,000",32,"1,503,200",37,37,36.5,36.9,+,0.5,36.55,1,36.9,1,27.95
8464,億豐,"430,401",401,"172,541,556",404.5,406,397.5,402,-,5.5,402,3,403,4,22.38
8466,美吉吉-KY,"13,300",17,"768,600",59,59,57.1,57.2,+,0.1,57.1,3,58,13,15.09
8467,波力-KY,"5,000",5,"203,500",40.1,41.15,40.1,41.05,-,0.25,40.5,1,41.05,1,93.3
8473,山林水,"167,827",143,"6,981,098",41.2,42.25,41.2,42.1,+,0.5,41.95,1,42.2,1,32.38
8478,東哥遊艇,"98,200",71,"5,333,500",54.8,55.6,53.4,54,-,0.3,54,1,54.4,1,32.93
8480,泰昇-KY,"9,062",11,"1,019,666",112,114,111,111,+,1.5,110.5,1,114,8,11.54
8481,政伸,"15,000",15,"1,217,900",81.4,81.4,81.1,81.2,-,0.2,81.2,1,81.4,1,6.24
8482,商億-KY,"5,000",5,"371,700",74.6,74.6,74,74,-,1.4,74.2,1,74.7,4,10.93
8488,吉源-KY,"4,000",3,"61,150",15.25,15.3,15.25,15.3,X,0,15.3,2,15.45,1,12.24
9802,鈺齊-KY,"1,174,974",662,"144,459,139",122,125,119,124.5,+,2.5,124,1,124.5,23,26.6
9902,台火,"769,440",331,"10,227,026",13.25,13.5,13.05,13.4,+,0.15,13.4,7,13.45,25,40.61
9904,寶成,"12,835,219","6,301","482,758,598",37.8,37.9,37.2,37.8,+,0.15,37.75,32,37.8,72,11.22
9905,大華,"157,112",102,"4,099,712",26.2,26.3,26,26.1, ,0,26.1,4,26.15,13,12.92
9907,統一實,"2,989,953","1,074","39,211,995",13.15,13.25,13,13.2,+,0.05,13.15,76,13.2,18,17.37
9910,豐泰,"1,283,204","1,066","299,628,483",241,241,231.5,233,-,8,232.5,16,233,174,39.16
9911,櫻花,"604,840",536,"41,141,444",68,69.6,66.8,68.4,+,0.6,68,7,68.4,3,14.65
9914,美利達,"961,347",936,"311,657,133",321.5,327.5,319,327.5,+,5,327,1,327.5,23,20.94
9917,中保科,"137,314",221,"12,620,035",91.6,92.2,91.5,92.1,+,0.3,92.1,1,92.2,4,16.62
9919,康那香,"5,243,854","2,529","187,837,140",35.75,36.3,35.3,36.1,+,0.4,36.05,72,36.1,57,8.36
9921,巨大,"743,874",671,"245,394,276",331,334,325,334,+,3,333,3,334,2,20.81
